# generated 2026-09-19T23:35Z against veracium @ c8de9be8e8b77e5395269607c904d2c444be90c2
# RE-PINNED 2026-09-20 0041 tranche 4a (the readers) landed in c8de9be8e8b77e5395269607c904d2c444be90c2: body byte-identical; the run was made on the working tree this commit then committed, so the pin moves to it
# the pin: tests/test_0042_inv7.py asserts this commit is an ancestor of HEAD with src/ unchanged since
INV-7 FOUR-ARM DECISION-TRACE DIFF — specs/0042
HEAD c8de9be8e8b77e5395269607c904d2c444be90c2
twin (uninstrumented): derived from HEAD c8de9be8e8b77e5395269607c904d2c444be90c2 by inv7_uninstrument.py
twin derivation: 159 declare_site removed, 287 fire() unwrapped, 147 consult blocks spliced, 4 census-enabled bypass blocks removed, across 31 modules; the twin's census registry is empty (asserted below)

python 3.12.3; pytest -q -p no:randomly -p no:cacheprovider -p inv7_observer; PYTHONHASHSEED=0
suites: tests/test_0027_policy_lane.py tests/test_0027_policy_receipt.py tests/test_0027_semantic_recall.py tests/test_compile_gate.py tests/test_0037_procedural.py tests/test_0019_ungrounded.py tests/test_0014_schema.py tests/test_schema_model.py tests/test_0003_supersession_contested.py tests/test_0003_supersession_guard.py tests/test_0003_supersession_recall.py tests/test_0003_supersession_store.py tests/test_0028_resolution.py tests/test_maintenance_invariant.py tests/test_0020_scope_vectors.py tests/test_0015_lifecycle.py tests/test_0011_entitlement.py tests/test_0009_import_migration.py tests/test_0010_consolidation_primitives.py tests/test_0014_receipt_split.py tests/test_0022_revocation_operation.py tests/test_0037_capture.py tests/eval/edge_events/test_0029_acceptance_corpus.py tests/test_0010_visibility_reservation.py tests/test_0020_read_surfaces.py tests/test_0022_sweep_vectors.py tests/test_0039_degradation_visibility.py tests/test_audit.py tests/test_confirm_contract_0008.py

ARM              RECORDS     SHA256(observer trace)                                            PYTEST
healthy              75543  0bc41bdb36154f626d2fce85353bbb9ce4d59128404e5bc428ea64b392b0e8f1  861 passed, 2 warnings in 111.21s (0:01:51) (exit 0, 112.1s)
failing              75543  0bc41bdb36154f626d2fce85353bbb9ce4d59128404e5bc428ea64b392b0e8f1  861 passed, 2 warnings in 110.27s (0:01:50) (exit 0, 111.2s)
off                  75543  0bc41bdb36154f626d2fce85353bbb9ce4d59128404e5bc428ea64b392b0e8f1  861 passed, 2 warnings in 110.83s (0:01:50) (exit 0, 111.7s)
uninstrumented       75543  0bc41bdb36154f626d2fce85353bbb9ce4d59128404e5bc428ea64b392b0e8f1  861 passed, 2 warnings in 115.46s (0:01:55) (exit 0, 116.4s)

VERDICT: observer traces IDENTICAL across 4 arms over 861 tests (reference: uninstrumented; 0 tests excluded as non-reproducible between two runs of the reference arm)
  healthy: 861 tests compared, 0 differing, 0 not in both
  failing: 861 tests compared, 0 differing, 0 not in both
  off: 861 tests compared, 0 differing, 0 not in both

EXCLUDED AS NON-REPRODUCIBLE (their own trace differs between the two reference runs; inputs the run does not freeze):
  (none)
control run uninstrumented-control: records 75543, sha256 0bc41bdb36154f626d2fce85353bbb9ce4d59128404e5bc428ea64b392b0e8f1, 861 passed, 2 warnings in 111.44s (0:01:51)

CROSS-CHECKS:
  healthy: {"any_errors": false, "census_ids_not_in_declaration": [], "census_records": 7279, "ids_consulted": 152, "ids_fired": 96, "subsequence_holds": true, "subsequence_matched": 7223}
  failing: {"all_unmeasured": true, "census_ids_not_in_declaration": [], "census_records": 7279, "ids_with_errors": 152, "subsequence_holds": true, "subsequence_matched": 7223}
  off: {"census_enabled": false, "registry_size": 159}
  uninstrumented: {"census_enabled": false, "registry_size": 0, "veracium_file": "/tmp/claude-1000/-home-ubuntu-Dev-veracium/5eb87875-1be0-4a35-a5df-812ce4c2dee5/scratchpad/inv7/trace13/twin/src/veracium/__init__.py"}

OBSERVED SYMBOLS: 96 wrapped of 103 declared; EXCLUDED (unreachable from outside, by name):
  asof/recall.py:recall_at.claim: nested inside a function; unreachable from outside
  asof/recall.py:recall_at.grounded: nested inside a function; unreachable from outside
  graph.py:_absorption_scope_gate.same_scope: nested inside a function; unreachable from outside
  graph.py:_build_supersession_plan._src_revoked: nested inside a function; unreachable from outside
  proactive.py:assemble._eligible: nested inside a function; unreachable from outside
  proactive.py:assemble._is_variant: nested inside a function; unreachable from outside
  scope.py:close_absorption_rows.walk: nested inside a function; unreachable from outside
from-import bindings rebound: 15
  scope.py:classify -> value: 4662
  scope.py:membership -> ScopeError: 4
  scope.py:membership -> value: 4851
  scope.py:prune_absorbed_record -> ExportLinkageError: 6
  scope.py:prune_absorbed_record -> value: 12
  scope.py:validate_filters -> ScopeError: 7
  scope.py:validate_filters -> value: 175
  scope.py:validate_policy -> ScopeError: 18
  scope.py:validate_policy -> value: 867
  scope_linkage.py:_resolve_winner -> ImportLinkageError: 8
  scope_linkage.py:_resolve_winner -> value: 22
  scope_linkage.py:derive_absorbed_by -> ExportLinkageError: 2
  scope_linkage.py:derive_absorbed_by -> None: 18
  scope_linkage.py:derive_absorbed_by -> value: 40
  scope_linkage.py:reconstruct_absorption_rows -> ImportLinkageError: 12
  scope_linkage.py:reconstruct_absorption_rows -> ScopeError: 2
  scope_linkage.py:reconstruct_absorption_rows -> value: 78
  scope_read.py:ScopeView.__init__ -> None: 111
  scope_read.py:ScopeView.__init__ -> ScopeError: 11
  scope_read.py:ScopeView.scoped -> value: 45
  scope_read.py:narrow_edges -> value: 39
  store/migration.py:_apply_forward -> DuplicateOutcomeChainError: 1
  store/migration.py:_apply_forward -> None: 8
  store/migration.py:_migrate_outcome_chains -> DuplicateOutcomeChainError: 1
  store/migration.py:_migrate_outcome_chains -> None: 3
  store/revocation.py:_rollback_or_poison -> None: 4
  store/revocation.py:_rollback_or_poison -> RevocationUnknownState: 1
  store/revocation.py:revocation_operation -> OrdinalCollision: 1
  store/revocation.py:revocation_operation -> RevocationEffectError: 1
  store/revocation.py:revocation_operation -> RevocationIntegrityError: 1
  store/revocation.py:revocation_operation -> RevocationUnknownState: 1
  store/revocation.py:revocation_operation -> RuntimeError: 1
  store/revocation.py:revocation_operation -> value: 28
  store/revocation_sweep.py:validate_contribution_row -> RevocationLinkageError: 1
  store/revocation_sweep.py:validate_contribution_row -> value: 399
  store/revocation_sweep.py:validate_revocation_row -> value: 102
  store/schema_version.py:_validated_current -> False: 36
  store/schema_version.py:_validated_current -> StoreVersionError: 2
  store/schema_version.py:open_versioned -> DuplicateOutcomeChainError: 1
  store/schema_version.py:open_versioned -> StoreVersionError: 4
  store/schema_version.py:open_versioned -> value: 1134
  store/schema_version.py:runtime_supported -> False: 14
  store/schema_version.py:runtime_supported -> True: 1142
  store/sqlite.py:SqliteStore._journal_edge_write -> None: 5
  store/sqlite.py:SqliteStore._journal_edge_write -> value: 3533
  store/sqlite.py:SqliteStore._ordinary_read_visible -> False: 6
  store/sqlite.py:SqliteStore._ordinary_read_visible -> True: 218
  store/sqlite.py:SqliteStore._upsert_edge_row -> None: 3061
  store/sqlite.py:SqliteStore._upsert_edge_row -> ValueError: 9
  store/sqlite.py:SqliteStore._write_absorption_flattening -> None: 761
  store/sqlite.py:SqliteStore._write_consolidation_contributions -> None: 8
  store/sqlite.py:SqliteStore._write_contribution -> False: 29
  store/sqlite.py:SqliteStore._write_contribution -> True: 24
  store/sqlite.py:SqliteStore._write_txn -> value: 3167
  store/sqlite.py:SqliteStore.abandon_consolidation_if_current -> False: 1
  store/sqlite.py:SqliteStore.abandon_consolidation_if_current -> True: 2
  store/sqlite.py:SqliteStore.add_episode -> None: 303
  store/sqlite.py:SqliteStore.add_episode -> ValueError: 9
  store/sqlite.py:SqliteStore.append_outcome_if_head -> value: 23
  store/sqlite.py:SqliteStore.apply_supersession_plan -> CorrectionAuthorisationError: 8
  store/sqlite.py:SqliteStore.apply_supersession_plan -> SupersessionIntegrityError: 39
  store/sqlite.py:SqliteStore.apply_supersession_plan -> ValueError: 2
  store/sqlite.py:SqliteStore.apply_supersession_plan -> value: 767
  store/sqlite.py:SqliteStore.commit_outcome_import_plan -> value: 40
  store/sqlite.py:SqliteStore.confirm_edge -> RuntimeError: 1
  store/sqlite.py:SqliteStore.confirm_edge -> ValueError: 1
  store/sqlite.py:SqliteStore.confirm_edge -> value: 15
  store/sqlite.py:SqliteStore.create_or_takeover_consolidation -> None: 4
  store/sqlite.py:SqliteStore.create_or_takeover_consolidation -> value: 29
  store/sqlite.py:SqliteStore.delete_claimed_inputs_if_current -> False: 1
  store/sqlite.py:SqliteStore.delete_claimed_inputs_if_current -> True: 5
  store/sqlite.py:SqliteStore.delete_episode -> ValueError: 2
  store/sqlite.py:SqliteStore.edge_state_at -> None: 6
  store/sqlite.py:SqliteStore.edge_state_at -> PreEpochQuery: 1
  store/sqlite.py:SqliteStore.edge_state_at -> value: 27
  store/sqlite.py:SqliteStore.edges -> value: 3121
  store/sqlite.py:SqliteStore.quiescent_episode_snapshot -> value: 21
  store/sqlite.py:SqliteStore.renew_consolidation_lease -> False: 1
  store/sqlite.py:SqliteStore.renew_consolidation_lease -> True: 1
  store/sqlite.py:SqliteStore.transition_consolidation_if_current -> False: 4
  store/sqlite.py:SqliteStore.transition_consolidation_if_current -> True: 27
  store/sqlite.py:SqliteStore.upsert_embedding -> False: 2
  store/sqlite.py:SqliteStore.upsert_embedding -> True: 24
  store/sqlite.py:SqliteStore.write_consolidation_output_if_current -> False: 1
  store/sqlite.py:SqliteStore.write_consolidation_output_if_current -> True: 13
  telemetry.py:flush_if_due -> False: 5
  telemetry.py:flush_if_due -> True: 10
  telemetry.py:load_collector_if_enabled -> None: 2
  telemetry.py:load_collector_if_enabled -> value: 10
  telemetry.py:preview -> None: 5
  telemetry.py:preview -> value: 4
